-42.582,-63.389,-62.735
-27.929,-58.138,-75.668
47.709,66.505,55.807
-63.205,46.6,60.087
-85.038,33.264,37.909
-58.771,28.083,74.509
82.022,-54.338,7.496
38.9,35.714,-84.16
64.244,-33.327,-67.752
48.62,-36.513,-78.409
64.202,-6.1439,-75.39
41.606,13.193,-88.267
24.766,-95.745,-7.5395
1.7472,-90.622,-38.969
-24.889,-89.445,-33.216
2.4249,-98.104,7.9782
-30.153,-93.095,2.8497
16.411,13.792,-97.006
23.343,-9.2835,-95.989
23.694,-29.09,-91.528
21.553,-54.264,-80.077
92.78,4.233,26.024
54.553,-81.771,-10.938
66.04,-64.408,-37.129
45.985,-80.572,-35.285
26.709,-78.499,-53.464
54.829,-60.015,-56.822
1.0934,83.74,-53.298
-30.408,75.801,-56.112
-4.2234,91.955,-36.128
0.30277,97.233,-21.347
80.387,-39.569,-42.568
87.425,-21.699,-41.582
96.684,-6.0609,-21.479
85.754,-1.4939,-49.004
16.673,97.928,4.5043
26.794,93.236,-20.107
-3.6067,-69.242,-71.03
-12.202,-45.828,-87.222
-13.722,-21.687,-95.466
-8.3354,8.6565,-98.412
70.433,19.088,-65.88
15.186,-12.349,96.679
37.853,1.7895,91.213
-78.678,52.524,-25.149
-89.539,39.35,-10.122
-38.796,84.901,-34.205
-62.119,69.548,-32.161
89.929,-38.522,-10.768
-4.398,-41.156,90.24
-30.977,-46.493,81.692
-52.492,-59.717,57.948
-68.957,-39.09,59.099
-83.36,-43.545,30.747
-95.613,-18.128,19.133
-96.455,-5.2997,-18.105
66.865,36.414,62.887
65.063,14.539,73.263
-13.512,-21.288,95.659
-28.753,1.675,94.447
-42.922,-12.298,88.75
-61.322,-16.578,75.584
-73.464,7.099,65.561
-86.235,-12.001,46.199
-94.962,14.623,23.839
-94.033,19.765,-19.871
43.998,-41.514,78.162
63.666,-16.724,73.711
71.539,-39.375,53.785
80.025,-41.968,40.554
94.22,-21.046,19.182
35.329,90.404,18.46
-76.151,58.302,24.548
-49.155,70.644,48.769
-64.507,73.918,13.142
-38.286,86.812,26.851
-37.298,91.073,0.56391
-18.539,97.517,-3.225
-5.5462,95.247,27.579
17.834,88.512,40.774
-9.0155,80.244,57.316
25.999,70.137,65.121
-7.947,64.678,72.904
-30.26,45.824,81.889
24.418,46.721,82.425
14.813,27.507,93.576
-16.052,22.667,95.196
6.7681,-59.36,78.121
-26.316,-77.344,55.008
0.17041,-90.046,38.602
21.934,-73.956,61.436
49.263,-73.366,44.662
42.647,-87.412,19.474
64.713,-73.101,18.322
-69.598,-46.002,-52.823
-66.715,-28.754,-67.58
-47.566,-21.979,-83.938
-42.522,14.236,-87.692
-19.7,32.373,-91.175
-90.108,-25.3,-32.408
-84.826,-49.048,4.4851
-78.285,-55.718,-21.511
-57.147,-77.496,-18.241
-57.353,-77.791,18.917
-2.6323,99.7,3.8207
7.8061,41.942,-89.924
-69.405,-3.1466,-70.937
-77.161,12.535,-59.927
-50.952,41.223,-72.075
-29.91,60.95,-71.566
-58.325,53.122,-59.934
